Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (gals/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
1974,Fruit for freezing,Pounds,Strawberries,1.06,-12.36,1.19,6,1.12,0,1.12,24,19.73,0.85,,0.04,1.06,52,149,0.37,0.01
1975,Fruit for freezing,Pounds,Strawberries,1.23,-12.36,1.38,6,1.29,0,1.29,24,19.73,0.98,,0.04,1.22,52,149,0.43,0.01
1976,Fruit for freezing,Pounds,Strawberries,1.1,-12.36,1.24,6,1.17,0,1.17,24,19.73,0.89,,0.04,1.1,52,149,0.38,0.01
1977,Fruit for freezing,Pounds,Strawberries,1.05,-12.36,1.18,6,1.11,0,1.11,24,19.73,0.84,,0.04,1.05,52,149,0.37,0.01
1978,Fruit for freezing,Pounds,Strawberries,1.17,-12.36,1.31,6,1.23,0,1.23,24,19.73,0.94,,0.04,1.17,52,149,0.41,0.01
1979,Fruit for freezing,Pounds,Strawberries,1.08,-12.36,1.22,6,1.14,0,1.14,24,19.73,0.87,,0.04,1.08,52,149,0.38,0.01
1980,Fruit for freezing,Pounds,Strawberries,1.22,-12.36,1.37,6,1.29,0,1.29,24,19.73,0.98,,0.04,1.22,52,149,0.43,0.01
1981,Fruit for freezing,Pounds,Strawberries,1.16,-12.36,1.31,6,1.23,0,1.23,24,19.73,0.93,,0.04,1.16,52,149,0.41,0.01
1982,Fruit for freezing,Pounds,Strawberries,1.06,-12.36,1.19,6,1.12,0,1.12,24,19.73,0.85,,0.04,1.05,52,149,0.37,0.01
1983,Fruit for freezing,Pounds,Strawberries,1.11,-12.36,1.25,6,1.17,0,1.17,24,19.73,0.89,,0.04,1.11,52,149,0.39,0.01
1984,Fruit for freezing,Pounds,Strawberries,1.07,-12.36,1.21,6,1.13,0,1.13,24,19.73,0.86,,0.04,1.07,52,149,0.37,0.01
1985,Fruit for freezing,Pounds,Strawberries,1.05,-12.36,1.18,6,1.11,0,1.11,24,19.73,0.84,,0.04,1.05,52,149,0.37,0.01
1986,Fruit for freezing,Pounds,Strawberries,1.12,-12.36,1.26,6,1.18,0,1.18,24,19.73,0.9,,0.04,1.11,52,149,0.39,0.01
1987,Fruit for freezing,Pounds,Strawberries,1.13,-12.36,1.27,6,1.2,0,1.2,24,19.73,0.91,,0.04,1.13,52,149,0.39,0.01
1988,Fruit for freezing,Pounds,Strawberries,1.17,-12.36,1.31,6,1.23,0,1.23,24,19.73,0.94,,0.04,1.17,52,149,0.41,0.01
1989,Fruit for freezing,Pounds,Strawberries,1.23,-12.36,1.38,6,1.29,0,1.29,24,19.73,0.98,,0.04,1.22,52,149,0.43,0.01
1990,Fruit for freezing,Pounds,Strawberries,1.12,-12.36,1.26,6,1.18,0,1.18,24,19.73,0.9,,0.04,1.11,52,149,0.39,0.01
1991,Fruit for freezing,Pounds,Strawberries,1.24,-12.36,1.39,6,1.31,0,1.31,24,19.73,1,,0.04,1.24,52,149,0.43,0.01
1992,Fruit for freezing,Pounds,Strawberries,1.19,-12.36,1.33,6,1.25,0,1.25,24,19.73,0.95,,0.04,1.18,52,149,0.41,0.01
1993,Fruit for freezing,Pounds,Strawberries,1.16,-12.36,1.3,6,1.23,0,1.23,24,19.73,0.93,,0.04,1.16,52,149,0.4,0.01
1994,Fruit for freezing,Pounds,Strawberries,1.12,-12.36,1.25,6,1.18,0,1.18,24,19.73,0.9,,0.04,1.11,52,149,0.39,0.01
1995,Fruit for freezing,Pounds,Strawberries,1.27,-12.36,1.43,6,1.34,0,1.34,24,19.73,1.02,,0.04,1.27,52,149,0.44,0.01
1996,Fruit for freezing,Pounds,Strawberries,1.26,-12.36,1.42,6,1.34,0,1.34,24,19.73,1.02,,0.04,1.26,52,149,0.44,0.01
1997,Fruit for freezing,Pounds,Strawberries,1.09,-12.36,1.22,6,1.15,0,1.15,24,19.73,0.87,,0.04,1.08,52,149,0.38,0.01
1998,Fruit for freezing,Pounds,Strawberries,1.25,-12.36,1.4,6,1.32,0,1.32,24,19.73,1,,0.04,1.25,52,149,0.43,0.01
1999,Fruit for freezing,Pounds,Strawberries,1.2,-12.36,1.35,6,1.27,0,1.27,24,19.73,0.97,,0.04,1.2,52,149,0.42,0.01
2000,Fruit for freezing,Pounds,Strawberries,1.4,-12.36,1.58,6,1.48,0,1.48,24,19.73,1.13,,0.05,1.4,52,149,0.49,0.01
2001,Fruit for freezing,Pounds,Strawberries,1.63,-12.36,1.83,6,1.72,0,1.72,24,19.73,1.31,,0.06,1.63,52,149,0.57,0.01
2002,Fruit for freezing,Pounds,Strawberries,1.43,-12.36,1.61,6,1.51,0,1.51,24,19.73,1.15,,0.05,1.43,52,149,0.5,0.01
2003,Fruit for freezing,Pounds,Strawberries,1.68,-12.36,1.88,6,1.77,0,1.77,24,19.73,1.35,,0.06,1.67,52,149,0.58,0.01
2004,Fruit for freezing,Pounds,Strawberries,1.49,-12.36,1.67,6,1.57,0,1.57,24,19.73,1.19,,0.05,1.49,52,149,0.52,0.01
2005,Fruit for freezing,Pounds,Strawberries,1.9,-12.36,2.13,6,2,0,2,24,19.73,1.52,,0.07,1.89,52,149,0.66,0.01
2006,Fruit for freezing,Pounds,Strawberries,1.87,-12.36,2.1,6,1.98,0,1.98,24,19.73,1.5,,0.07,1.87,52,149,0.65,0.01
2007,Fruit for freezing,Pounds,Strawberries,1.69,-12.36,1.9,6,1.79,0,1.79,24,19.73,1.36,,0.06,1.69,52,149,0.59,0.01
2008,Fruit for freezing,Pounds,Strawberries,1.78,-12.36,2,6,1.88,0,1.88,24,19.73,1.43,,0.06,1.77,52,149,0.62,0.01
2009,Fruit for freezing,Pounds,Strawberries,1.54,-12.36,1.74,6,1.63,0,1.63,24,19.73,1.24,,0.05,1.54,52,149,0.54,0.01
2010,Fruit for freezing,Pounds,Strawberries,1.93,-12.36,2.17,6,2.04,0,2.04,24,19.73,1.55,,0.07,1.93,52,149,0.67,0.01
2011,Fruit for freezing,Pounds,Strawberries,1.65,-12.36,1.85,6,1.74,0,1.74,24,19.73,1.32,,0.06,1.64,52,149,0.57,0.01
2012,Fruit for freezing,Pounds,Strawberries,1.84,-12.36,2.06,6,1.94,0,1.94,24,19.73,1.47,,0.06,1.83,52,149,0.64,0.01
2013,Fruit for freezing,Pounds,Strawberries,1.74,-12.36,1.96,6,1.84,0,1.84,24,19.73,1.4,,0.06,1.74,52,149,0.61,0.01
2014,Fruit for freezing,Pounds,Strawberries,1.95,-12.36,2.19,6,2.06,0,2.06,24,19.73,1.57,,0.07,1.95,52,149,0.68,0.01
2015,Fruit for freezing,Pounds,Strawberries,1.92,-12.36,2.16,6,2.03,0,2.03,24,19.73,1.54,,0.07,1.92,52,149,0.67,0.01
2016,Fruit for freezing,Pounds,Strawberries,1.77,-12.36,1.99,6,1.87,0,1.87,24,19.73,1.42,,0.06,1.77,52,149,0.62,0.01
1970,Fruit for freezing,Pounds,Other berries,0.07,12.28,0.06,6,0.06,0,0.06,30,42.28,0.04,,0,0.05,97,151,0.03,0
1971,Fruit for freezing,Pounds,Other berries,0.08,12.28,0.07,6,0.07,0,0.07,30,42.28,0.05,,0,0.06,97,151,0.04,0
1972,Fruit for freezing,Pounds,Other berries,0.07,12.28,0.06,6,0.06,0,0.06,30,42.28,0.04,,0,0.05,97,151,0.03,0
1973,Fruit for freezing,Pounds,Other berries,0.05,12.28,0.05,6,0.04,0,0.04,30,42.28,0.03,,0,0.04,97,151,0.02,0
1974,Fruit for freezing,Pounds,Other berries,0.05,12.28,0.04,6,0.04,0,0.04,30,42.28,0.03,,0,0.04,97,151,0.02,0
1975,Fruit for freezing,Pounds,Other berries,0.04,12.28,0.04,6,0.04,0,0.04,30,42.28,0.03,,0,0.03,97,151,0.02,0
1976,Fruit for freezing,Pounds,Other berries,0.06,12.28,0.05,6,0.05,0,0.05,30,42.28,0.03,,0,0.04,97,151,0.03,0
1977,Fruit for freezing,Pounds,Other berries,0.04,12.28,0.04,6,0.03,0,0.03,30,42.28,0.02,,0,0.03,97,151,0.02,0
1978,Fruit for freezing,Pounds,Other berries,0.05,12.28,0.05,6,0.04,0,0.04,30,42.28,0.03,,0,0.04,97,151,0.02,0
1979,Fruit for freezing,Pounds,Other berries,0.03,12.28,0.03,6,0.03,0,0.03,30,42.28,0.02,,0,0.02,97,151,0.02,0
1980,Fruit for freezing,Pounds,Other berries,0.03,12.28,0.03,6,0.03,0,0.03,30,42.28,0.02,,0,0.02,97,151,0.01,0
1981,Fruit for freezing,Pounds,Other berries,0.03,12.28,0.02,6,0.02,0,0.02,30,42.28,0.02,,0,0.02,97,151,0.01,0
1982,Fruit for freezing,Pounds,Other berries,0.03,12.28,0.02,6,0.02,0,0.02,30,42.28,0.02,,0,0.02,97,151,0.01,0
1983,Fruit for freezing,Pounds,Other berries,0.04,12.28,0.04,6,0.04,0,0.04,30,42.28,0.03,,0,0.03,97,151,0.02,0
1984,Fruit for freezing,Pounds,Other berries,0.02,12.28,0.02,6,0.02,0,0.02,30,42.28,0.01,,0,0.02,97,151,0.01,0
1985,Fruit for freezing,Pounds,Other berries,0.02,12.28,0.02,6,0.02,0,0.02,30,42.28,0.01,,0,0.01,97,151,0.01,0
1986,Fruit for freezing,Pounds,Other berries,0.03,12.28,0.03,6,0.03,0,0.03,30,42.28,0.02,,0,0.02,97,151,0.01,0
1987,Fruit for freezing,Pounds,Other berries,0.02,12.28,0.02,6,0.02,0,0.02,30,42.28,0.01,,0,0.01,97,151,0.01,0
1988,Fruit for freezing,Pounds,Other berries,0.04,12.28,0.04,6,0.03,0,0.03,30,42.28,0.02,,0,0.03,97,151,0.02,0
1989,Fruit for freezing,Pounds,Other berries,0.04,12.28,0.03,6,0.03,0,0.03,30,42.28,0.02,,0,0.03,97,151,0.02,0
1990,Fruit for freezing,Pounds,Other berries,0.04,12.28,0.03,6,0.03,0,0.03,30,42.28,0.02,,0,0.03,97,151,0.02,0
1991,Fruit for freezing,Pounds,Other berries,0.05,12.28,0.04,6,0.04,0,0.04,30,42.28,0.03,,0,0.03,97,151,0.02,0
1992,Fruit for freezing,Pounds,Other berries,0.03,12.28,0.02,6,0.02,0,0.02,30,42.28,0.02,,0,0.02,97,151,0.01,0
1993,Fruit for freezing,Pounds,Other berries,0.01,12.28,0.01,6,0.01,0,0.01,30,42.28,0.01,,0,0.01,97,151,0.01,0
1994,Fruit for freezing,Pounds,Other berries,0.01,12.28,0.01,6,0.01,0,0.01,30,42.28,0.01,,0,0.01,97,151,0.01,0
1995,Fruit for freezing,Pounds,Other berries,0.02,12.28,0.01,6,0.01,0,0.01,30,42.28,0.01,,0,0.01,97,151,0.01,0
1996,Fruit for freezing,Pounds,Other berries,0.04,12.28,0.04,6,0.04,0,0.04,30,42.28,0.02,,0,0.03,97,151,0.02,0
1997,Fruit for freezing,Pounds,Other berries,0.03,12.28,0.03,6,0.02,0,0.02,30,42.28,0.02,,0,0.02,97,151,0.01,0
1998,Fruit for freezing,Pounds,Other berries,0,12.28,0,6,0,0,0,30,42.28,0,,0,0,97,151,0,0
1999,Fruit for freezing,Pounds,Other berries,0.01,12.28,0.01,6,0.01,0,0.01,30,42.28,0.01,,0,0.01,97,151,0.01,0
2000,Fruit for freezing,Pounds,Other berries,0.03,12.28,0.03,6,0.03,0,0.03,30,42.28,0.02,,0,0.02,97,151,0.01,0
2001,Fruit for freezing,Pounds,Other berries,0.01,12.28,0,6,0,0,0,30,42.28,0,,0,0,97,151,0,0
2002,Fruit for freezing,Pounds,Other berries,0.01,12.28,0,6,0,0,0,30,42.28,0,,0,0,97,151,0,0
2003,Fruit for freezing,Pounds,Other berries,0.03,12.28,0.03,6,0.03,0,0.03,30,42.28,0.02,,0,0.02,97,151,0.01,0
2004,Fruit for freezing,Pounds,Other berries,0.03,12.28,0.03,6,0.03,0,0.03,30,42.28,0.02,,0,0.02,97,151,0.02,0
2005,Fruit for freezing,Pounds,Other berries,0.04,12.28,0.04,6,0.04,0,0.04,30,42.28,0.02,,0,0.03,97,151,0.02,0
2006,Fruit for freezing,Pounds,Other berries,0.07,12.28,0.06,6,0.06,0,0.06,30,42.28,0.04,,0,0.05,97,151,0.03,0
2007,Fruit for freezing,Pounds,Other berries,0.05,12.28,0.04,6,0.04,0,0.04,30,42.28,0.03,,0,0.04,97,151,0.02,0
2008,Fruit for freezing,Pounds,Other berries,0.04,12.28,0.04,6,0.04,0,0.04,30,42.28,0.03,,0,0.03,97,151,0.02,0
2009,Fruit for freezing,Pounds,Other berries,0.06,12.28,0.05,6,0.05,0,0.05,30,42.28,0.03,,0,0.04,97,151,0.03,0
2010,Fruit for freezing,Pounds,Other berries,0.07,12.28,0.06,6,0.06,0,0.06,30,42.28,0.04,,0,0.05,97,151,0.03,0
2011,Fruit for freezing,Pounds,Other berries,0.08,12.28,0.07,6,0.07,0,0.07,30,42.28,0.05,,0,0.06,97,151,0.04,0
2012,Fruit for freezing,Pounds,Other berries,0.07,12.28,0.06,6,0.05,0,0.05,30,42.28,0.04,,0,0.05,97,151,0.03,0
2013,Fruit for freezing,Pounds,Other berries,0.05,12.28,0.05,6,0.04,0,0.04,30,42.28,0.03,,0,0.04,97,151,0.02,0
2014,Fruit for freezing,Pounds,Other berries,0.11,12.28,0.1,6,0.09,0,0.09,30,42.28,0.06,,0,0.08,97,151,0.05,0
2015,Fruit for freezing,Pounds,Other berries,0.11,12.28,0.1,6,0.09,0,0.09,30,42.28,0.06,,0,0.08,97,151,0.05,0
2016,Fruit for freezing,Pounds,Other berries,0.09,12.28,0.08,6,0.08,0,0.08,30,42.28,0.05,,0,0.07,97,151,0.04,0
1970,Fruit for freezing,Pounds,Apples,0.99,40.12,0.59,6,0.56,0,0.56,35,63.41,0.36,,0.02,0.45,83,173,0.22,0
1971,Fruit for freezing,Pounds,Apples,0.92,40.12,0.55,6,0.52,0,0.52,35,63.41,0.34,,0.01,0.42,83,173,0.2,0
1972,Fruit for freezing,Pounds,Apples,1.12,40.12,0.67,6,0.63,0,0.63,35,63.41,0.41,,0.02,0.51,83,173,0.25,0
1973,Fruit for freezing,Pounds,Apples,1.23,40.12,0.73,6,0.69,0,0.69,35,63.41,0.45,,0.02,0.56,83,173,0.27,0
1974,Fruit for freezing,Pounds,Apples,0.85,40.12,0.51,6,0.48,0,0.48,35,63.41,0.31,,0.01,0.39,83,173,0.19,0
1975,Fruit for freezing,Pounds,Apples,0.44,40.12,0.26,6,0.25,0,0.25,35,63.41,0.16,,0.01,0.2,83,173,0.1,0
1976,Fruit for freezing,Pounds,Apples,0.82,40.12,0.49,6,0.46,0,0.46,35,63.41,0.3,,0.01,0.37,83,173,0.18,0
1977,Fruit for freezing,Pounds,Apples,0.69,40.12,0.41,6,0.39,0,0.39,35,63.41,0.25,,0.01,0.31,83,173,0.15,0
1978,Fruit for freezing,Pounds,Apples,1.05,40.12,0.63,6,0.59,0,0.59,35,63.41,0.38,,0.02,0.48,83,173,0.23,0
1979,Fruit for freezing,Pounds,Apples,0.74,40.12,0.44,6,0.41,0,0.41,35,63.41,0.27,,0.01,0.33,83,173,0.16,0
1980,Fruit for freezing,Pounds,Apples,0.79,40.12,0.47,6,0.44,0,0.44,35,63.41,0.29,,0.01,0.36,83,173,0.17,0
1981,Fruit for freezing,Pounds,Apples,0.68,40.12,0.41,6,0.38,0,0.38,35,63.41,0.25,,0.01,0.31,83,173,0.15,0
1982,Fruit for freezing,Pounds,Apples,0.84,40.12,0.51,6,0.48,0,0.48,35,63.41,0.31,,0.01,0.38,83,173,0.18,0
1983,Fruit for freezing,Pounds,Apples,0.74,40.12,0.44,6,0.42,0,0.42,35,63.41,0.27,,0.01,0.34,83,173,0.16,0
1984,Fruit for freezing,Pounds,Apples,0.88,40.12,0.53,6,0.5,0,0.5,35,63.41,0.32,,0.01,0.4,83,173,0.19,0
1985,Fruit for freezing,Pounds,Apples,0.8,40.12,0.48,6,0.45,0,0.45,35,63.41,0.29,,0.01,0.36,83,173,0.17,0
1986,Fruit for freezing,Pounds,Apples,1.02,40.12,0.61,6,0.58,0,0.58,35,63.41,0.37,,0.02,0.47,83,173,0.22,0
1987,Fruit for freezing,Pounds,Apples,1.03,40.12,0.62,6,0.58,0,0.58,35,63.41,0.38,,0.02,0.47,83,173,0.22,0
1988,Fruit for freezing,Pounds,Apples,1.13,40.12,0.68,6,0.64,0,0.64,35,63.41,0.41,,0.02,0.51,83,173,0.25,0
1989,Fruit for freezing,Pounds,Apples,1.29,40.12,0.77,6,0.73,0,0.73,35,63.41,0.47,,0.02,0.59,83,173,0.28,0
1990,Fruit for freezing,Pounds,Apples,1.12,40.12,0.67,6,0.63,0,0.63,35,63.41,0.41,,0.02,0.51,83,173,0.24,0
1991,Fruit for freezing,Pounds,Apples,1.03,40.12,0.62,6,0.58,0,0.58,35,63.41,0.38,,0.02,0.47,83,173,0.22,0
1992,Fruit for freezing,Pounds,Apples,1.04,40.12,0.63,6,0.59,0,0.59,35,63.41,0.38,,0.02,0.47,83,173,0.23,0
1993,Fruit for freezing,Pounds,Apples,1.08,40.12,0.65,6,0.61,0,0.61,35,63.41,0.4,,0.02,0.49,83,173,0.24,0
1994,Fruit for freezing,Pounds,Apples,1.08,40.12,0.65,6,0.61,0,0.61,35,63.41,0.4,,0.02,0.49,83,173,0.24,0
1995,Fruit for freezing,Pounds,Apples,1.2,40.12,0.72,6,0.67,0,0.67,35,63.41,0.44,,0.02,0.54,83,173,0.26,0
1996,Fruit for freezing,Pounds,Apples,1.05,40.12,0.63,6,0.59,0,0.59,35,63.41,0.38,,0.02,0.48,83,173,0.23,0
1997,Fruit for freezing,Pounds,Apples,1.36,40.12,0.81,6,0.76,0,0.76,35,63.41,0.5,,0.02,0.62,83,173,0.3,0
1998,Fruit for freezing,Pounds,Apples,0.95,40.12,0.57,6,0.53,0,0.53,35,63.41,0.35,,0.02,0.43,83,173,0.21,0
1999,Fruit for freezing,Pounds,Apples,0.94,40.12,0.56,6,0.53,0,0.53,35,63.41,0.34,,0.02,0.43,83,173,0.2,0
2000,Fruit for freezing,Pounds,Apples,0.78,40.12,0.47,6,0.44,0,0.44,35,63.41,0.28,,0.01,0.35,83,173,0.17,0
2001,Fruit for freezing,Pounds,Apples,0.92,40.12,0.55,6,0.52,0,0.52,35,63.41,0.34,,0.01,0.42,83,173,0.2,0
2002,Fruit for freezing,Pounds,Apples,0.69,40.12,0.42,6,0.39,0,0.39,35,63.41,0.25,,0.01,0.32,83,173,0.15,0
2003,Fruit for freezing,Pounds,Apples,1.04,40.12,0.62,6,0.58,0,0.58,35,63.41,0.38,,0.02,0.47,83,173,0.23,0
2004,Fruit for freezing,Pounds,Apples,0.7,40.12,0.42,6,0.39,0,0.39,35,63.41,0.26,,0.01,0.32,83,173,0.15,0
2005,Fruit for freezing,Pounds,Apples,0.85,40.12,0.51,6,0.48,0,0.48,35,63.41,0.31,,0.01,0.39,83,173,0.19,0
2006,Fruit for freezing,Pounds,Apples,0.86,40.12,0.51,6,0.48,0,0.48,35,63.41,0.31,,0.01,0.39,83,173,0.19,0
2007,Fruit for freezing,Pounds,Apples,0.89,40.12,0.54,6,0.5,0,0.5,35,63.41,0.33,,0.01,0.41,83,173,0.2,0
2008,Fruit for freezing,Pounds,Apples,0.71,40.12,0.43,6,0.4,0,0.4,35,63.41,0.26,,0.01,0.32,83,173,0.16,0
2009,Fruit for freezing,Pounds,Apples,0.76,40.12,0.45,6,0.43,0,0.43,35,63.41,0.28,,0.01,0.34,83,173,0.16,0
2010,Fruit for freezing,Pounds,Apples,0.57,40.12,0.34,6,0.32,0,0.32,35,63.41,0.21,,0.01,0.26,83,173,0.12,0
2011,Fruit for freezing,Pounds,Apples,0.69,40.12,0.41,6,0.39,0,0.39,35,63.41,0.25,,0.01,0.31,83,173,0.15,0
2012,Fruit for freezing,Pounds,Apples,0.31,40.12,0.18,6,0.17,0,0.17,35,63.41,0.11,,0,0.14,83,173,0.07,0
2013,Fruit for freezing,Pounds,Apples,0.79,40.12,0.47,6,0.45,0,0.45,35,63.41,0.29,,0.01,0.36,83,173,0.17,0
2014,Fruit for freezing,Pounds,Apples,0.76,40.12,0.45,6,0.43,0,0.43,35,63.41,0.28,,0.01,0.34,83,173,0.17,0
2015,Fruit for freezing,Pounds,Apples,0.68,40.12,0.41,6,0.38,0,0.38,35,63.41,0.25,,0.01,0.31,83,173,0.15,0
2016,Fruit for freezing,Pounds,Apples,0.44,40.12,0.26,6,0.25,0,0.25,35,63.41,0.16,,0.01,0.2,83,173,0.1,0
1970,Fruit for freezing,Pounds,Apricots,0.06,9.09,0.06,6,0.05,0,0.05,35,44.45,0.03,,0,0.04,83,173,0.02,0
1971,Fruit for freezing,Pounds,Apricots,0.08,9.09,0.07,6,0.07,0,0.07,35,44.45,0.04,,0,0.05,83,173,0.03,0
1972,Fruit for freezing,Pounds,Apricots,0.05,9.09,0.05,6,0.04,0,0.04,35,44.45,0.03,,0,0.04,83,173,0.02,0
1973,Fruit for freezing,Pounds,Apricots,0.09,9.09,0.08,6,0.07,0,0.07,35,44.45,0.05,,0,0.06,83,173,0.03,0
1974,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.06,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1975,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.07,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1976,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.06,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1977,Fruit for freezing,Pounds,Apricots,0.08,9.09,0.07,6,0.07,0,0.07,35,44.45,0.04,,0,0.05,83,173,0.03,0
1978,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.07,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1979,Fruit for freezing,Pounds,Apricots,0.06,9.09,0.06,6,0.05,0,0.05,35,44.45,0.03,,0,0.04,83,173,0.02,0
1980,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.07,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1981,Fruit for freezing,Pounds,Apricots,0.06,9.09,0.05,6,0.05,0,0.05,35,44.45,0.03,,0,0.04,83,173,0.02,0
1982,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.06,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1983,Fruit for freezing,Pounds,Apricots,0.08,9.09,0.07,6,0.07,0,0.07,35,44.45,0.04,,0,0.05,83,173,0.03,0
1984,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.06,6,0.06,0,0.06,35,44.45,0.04,,0,0.04,83,173,0.02,0
1985,Fruit for freezing,Pounds,Apricots,0.08,9.09,0.07,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1986,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.07,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1987,Fruit for freezing,Pounds,Apricots,0.09,9.09,0.08,6,0.07,0,0.07,35,44.45,0.05,,0,0.06,83,173,0.03,0
1988,Fruit for freezing,Pounds,Apricots,0.06,9.09,0.06,6,0.05,0,0.05,35,44.45,0.04,,0,0.04,83,173,0.02,0
1989,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.07,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1990,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.07,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1991,Fruit for freezing,Pounds,Apricots,0.06,9.09,0.06,6,0.05,0,0.05,35,44.45,0.03,,0,0.04,83,173,0.02,0
1992,Fruit for freezing,Pounds,Apricots,0.08,9.09,0.07,6,0.07,0,0.07,35,44.45,0.05,,0,0.06,83,173,0.03,0
1993,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.06,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1994,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.07,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1995,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.06,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
1996,Fruit for freezing,Pounds,Apricots,0.06,9.09,0.06,6,0.05,0,0.05,35,44.45,0.03,,0,0.04,83,173,0.02,0
1997,Fruit for freezing,Pounds,Apricots,0.08,9.09,0.07,6,0.07,0,0.07,35,44.45,0.05,,0,0.06,83,173,0.03,0
1998,Fruit for freezing,Pounds,Apricots,0.09,9.09,0.08,6,0.07,0,0.07,35,44.45,0.05,,0,0.06,83,173,0.03,0
1999,Fruit for freezing,Pounds,Apricots,0.08,9.09,0.08,6,0.07,0,0.07,35,44.45,0.05,,0,0.06,83,173,0.03,0
2000,Fruit for freezing,Pounds,Apricots,0.09,9.09,0.08,6,0.08,0,0.08,35,44.45,0.05,,0,0.06,83,173,0.03,0
2001,Fruit for freezing,Pounds,Apricots,0.12,9.09,0.11,6,0.11,0,0.11,35,44.45,0.07,,0,0.09,83,173,0.04,0
2002,Fruit for freezing,Pounds,Apricots,0.09,9.09,0.08,6,0.08,0,0.08,35,44.45,0.05,,0,0.06,83,173,0.03,0
2003,Fruit for freezing,Pounds,Apricots,0.05,9.09,0.04,6,0.04,0,0.04,35,44.45,0.03,,0,0.03,83,173,0.02,0
2004,Fruit for freezing,Pounds,Apricots,0.07,9.09,0.06,6,0.06,0,0.06,35,44.45,0.04,,0,0.05,83,173,0.02,0
2005,Fruit for freezing,Pounds,Apricots,0.06,9.09,0.06,6,0.05,0,0.05,35,44.45,0.03,,0,0.04,83,173,0.02,0
2006,Fruit for freezing,Pounds,Apricots,0.03,9.09,0.03,6,0.03,0,0.03,35,44.45,0.02,,0,0.02,83,173,0.01,0
2007,Fruit for freezing,Pounds,Apricots,0.05,9.09,0.04,6,0.04,0,0.04,35,44.45,0.03,,0,0.03,83,173,0.02,0
2008,Fruit for freezing,Pounds,Apricots,0.06,9.09,0.06,6,0.05,0,0.05,35,44.45,0.03,,0,0.04,83,173,0.02,0
2009,Fruit for freezing,Pounds,Apricots,0.04,9.09,0.04,6,0.04,0,0.04,35,44.45,0.02,,0,0.03,83,173,0.01,0
2010,Fruit for freezing,Pounds,Apricots,0.04,9.09,0.04,6,0.04,0,0.04,35,44.45,0.02,,0,0.03,83,173,0.01,0
2011,Fruit for freezing,Pounds,Apricots,0.04,9.09,0.04,6,0.04,0,0.04,35,44.45,0.02,,0,0.03,83,173,0.01,0
2012,Fruit for freezing,Pounds,Apricots,0.04,9.09,0.04,6,0.03,0,0.03,35,44.45,0.02,,0,0.03,83,173,0.01,0
2013,Fruit for freezing,Pounds,Apricots,0.04,9.09,0.03,6,0.03,0,0.03,35,44.45,0.02,,0,0.02,83,173,0.01,0
2014,Fruit for freezing,Pounds,Apricots,0.03,9.09,0.03,6,0.03,0,0.03,35,44.45,0.02,,0,0.02,83,173,0.01,0
2015,Fruit for freezing,Pounds,Apricots,0.03,9.09,0.03,6,0.02,0,0.02,35,44.45,0.02,,0,0.02,83,173,0.01,0
2016,Fruit for freezing,Pounds,Apricots,0.02,9.09,0.02,6,0.02,0,0.02,35,44.45,0.01,,0,0.01,83,173,0.01,0
1970,Fruit for freezing,Pounds,Sweet cherries,0.02,15.25,0.02,6,0.02,0,0.02,29,43.44,0.01,,0,0.02,231,259,0.01,0
