Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
1994,Vegetables for fresh,Pounds,Garlic,1.8,19,1.46,7.42,1.35,13,1.17,43,62.81,0.67,0.03,0.83,203,136,1.24,0.01
1995,Vegetables for fresh,Pounds,Garlic,1.85,19,1.5,7.42,1.39,13,1.21,43,62.81,0.69,0.03,0.85,203,136,1.28,0.01
1996,Vegetables for fresh,Pounds,Garlic,2.29,19,1.86,7.42,1.72,13,1.5,43,62.81,0.85,0.04,1.06,203,136,1.58,0.01
1997,Vegetables for fresh,Pounds,Garlic,2,19,1.62,7.42,1.5,13,1.3,43,62.81,0.74,0.03,0.92,203,136,1.38,0.01
1998,Vegetables for fresh,Pounds,Garlic,2.58,19,2.09,7.42,1.94,13,1.69,43,62.81,0.96,0.04,1.19,203,136,1.78,0.01
1999,Vegetables for fresh,Pounds,Garlic,3.29,19,2.67,7.42,2.47,13,2.15,43,62.81,1.22,0.05,1.52,203,136,2.27,0.01
2000,Vegetables for fresh,Pounds,Garlic,2.22,19,1.8,7.42,1.66,13,1.45,43,62.81,0.83,0.04,1.03,203,136,1.53,0.01
2001,Vegetables for fresh,Pounds,Garlic,2.42,19,1.96,7.42,1.81,13,1.58,43,62.81,0.9,0.04,1.12,203,136,1.67,0.01
2002,Vegetables for fresh,Pounds,Garlic,2.5,19,2.02,7.42,1.87,13,1.63,43,62.81,0.93,0.04,1.16,203,136,1.72,0.01
2003,Vegetables for fresh,Pounds,Garlic,2.83,19,2.29,7.42,2.12,13,1.84,43,62.81,1.05,0.05,1.31,203,136,1.95,0.01
2004,Vegetables for fresh,Pounds,Garlic,2.57,19,2.08,7.42,1.92,13,1.67,43,62.81,0.95,0.04,1.19,203,136,1.77,0.01
2005,Vegetables for fresh,Pounds,Garlic,2.44,19,1.97,7.42,1.83,13,1.59,43,62.81,0.91,0.04,1.13,203,136,1.68,0.01
2006,Vegetables for fresh,Pounds,Garlic,2.69,19,2.18,7.42,2.02,13,1.76,43,62.81,1,0.04,1.25,203,136,1.86,0.01
2007,Vegetables for fresh,Pounds,Garlic,2.72,19,2.2,6.96,2.05,13,1.78,43,62.63,1.02,0.04,1.26,203,136,1.89,0.01
2008,Vegetables for fresh,Pounds,Garlic,2.76,19,2.24,6.49,2.09,13,1.82,43,62.44,1.04,0.05,1.29,203,136,1.93,0.01
2009,Vegetables for fresh,Pounds,Garlic,2.45,19,1.98,6.03,1.86,13,1.62,43,62.25,0.92,0.04,1.15,203,136,1.71,0.01
2010,Vegetables for fresh,Pounds,Garlic,2.34,19,1.9,5.56,1.79,13,1.56,43,62.07,0.89,0.04,1.1,203,136,1.65,0.01
2011,Vegetables for fresh,Pounds,Garlic,2.32,19,1.88,5.1,1.78,13,1.55,43,61.88,0.88,0.04,1.1,203,136,1.64,0.01
2012,Vegetables for fresh,Pounds,Garlic,2.3,19,1.86,5.1,1.76,13,1.53,43,61.88,0.87,0.04,1.09,203,136,1.62,0.01
2013,Vegetables for fresh,Pounds,Garlic,2.26,19,1.83,5.1,1.74,13,1.51,43,61.88,0.86,0.04,1.07,203,136,1.6,0.01
2014,Vegetables for fresh,Pounds,Garlic,2.24,19,1.81,5.1,1.72,13,1.5,43,61.88,0.85,0.04,1.06,203,136,1.58,0.01
2015,Vegetables for fresh,Pounds,Garlic,2.38,19,1.93,5.1,1.83,13,1.59,43,61.88,0.91,0.04,1.13,203,136,1.68,0.01
2016,Vegetables for fresh,Pounds,Garlic,2.93,19,2.37,5.1,2.25,13,1.96,43,61.88,1.12,0.05,1.39,203,136,2.07,0.01
2017,Vegetables for fresh,Pounds,Garlic,3,19,2.43,5.1,2.3,13,2.01,43,61.88,1.14,0.05,1.42,203,136,2.12,0.01
1970,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1971,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1972,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1973,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1974,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1975,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1976,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1977,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1978,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1979,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1980,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1981,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1982,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1983,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1984,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1985,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1986,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1987,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1988,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1989,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1990,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1991,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1992,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1993,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1994,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1995,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1996,Vegetables for fresh,Pounds,Kale,,,,,,,,,,,,,,,,
1997,Vegetables for fresh,Pounds,Kale,0.42,12,0.37,39.17,0.23,39,0.14,38,79.76,0.09,0,0.11,28,67,0.04,0
1998,Vegetables for fresh,Pounds,Kale,0.4,12,0.36,39.17,0.22,39,0.13,38,79.76,0.08,0,0.1,28,67,0.04,0
1999,Vegetables for fresh,Pounds,Kale,0.39,12,0.34,39.17,0.21,39,0.13,38,79.76,0.08,0,0.1,28,67,0.04,0
2000,Vegetables for fresh,Pounds,Kale,0.38,12,0.34,39.17,0.21,39,0.13,38,79.76,0.08,0,0.1,28,67,0.04,0
2001,Vegetables for fresh,Pounds,Kale,0.37,12,0.32,39.17,0.2,39,0.12,38,79.76,0.07,0,0.09,28,67,0.04,0
2002,Vegetables for fresh,Pounds,Kale,0.35,12,0.3,39.17,0.19,39,0.11,38,79.76,0.07,0,0.09,28,67,0.04,0
2003,Vegetables for fresh,Pounds,Kale,0.31,12,0.27,39.17,0.17,39,0.1,38,79.76,0.06,0,0.08,28,67,0.03,0
2004,Vegetables for fresh,Pounds,Kale,0.32,12,0.28,39.17,0.17,39,0.11,38,79.76,0.07,0,0.08,28,67,0.03,0
2005,Vegetables for fresh,Pounds,Kale,0.35,12,0.31,39.17,0.19,39,0.11,38,79.76,0.07,0,0.09,28,67,0.04,0
2006,Vegetables for fresh,Pounds,Kale,0.31,12,0.28,39.17,0.17,39,0.1,38,79.76,0.06,0,0.08,28,67,0.03,0
2007,Vegetables for fresh,Pounds,Kale,0.34,12,0.3,36.66,0.19,39,0.11,38,78.92,0.07,0,0.09,28,67,0.04,0
2008,Vegetables for fresh,Pounds,Kale,0.37,12,0.33,34.15,0.22,39,0.13,38,78.08,0.08,0,0.1,28,67,0.04,0
2009,Vegetables for fresh,Pounds,Kale,0.41,12,0.36,31.63,0.24,39,0.15,38,77.25,0.09,0,0.11,28,67,0.05,0
2010,Vegetables for fresh,Pounds,Kale,0.46,12,0.4,29.12,0.28,39,0.17,38,76.41,0.11,0,0.13,28,67,0.06,0
2011,Vegetables for fresh,Pounds,Kale,0.51,12,0.45,26.61,0.33,39,0.2,38,75.57,0.13,0.01,0.16,28,67,0.07,0
2012,Vegetables for fresh,Pounds,Kale,0.46,12,0.41,26.61,0.3,39,0.18,38,75.57,0.11,0,0.14,28,67,0.06,0
2013,Vegetables for fresh,Pounds,Kale,0.56,12,0.49,26.61,0.36,39,0.22,38,75.57,0.14,0.01,0.17,28,67,0.07,0
2014,Vegetables for fresh,Pounds,Kale,0.52,12,0.45,26.61,0.33,39,0.2,38,75.57,0.13,0.01,0.16,28,67,0.07,0
2015,Vegetables for fresh,Pounds,Kale,0.58,12,0.51,26.61,0.38,39,0.23,38,75.57,0.14,0.01,0.18,28,67,0.07,0
2016,Vegetables for fresh,Pounds,Kale,0.53,12,0.47,26.61,0.34,39,0.21,38,75.57,0.13,0.01,0.16,28,67,0.07,0
2017,Vegetables for fresh,Pounds,Kale,0.53,12,0.47,26.61,0.34,39,0.21,38,75.57,0.13,0.01,0.16,28,67,0.07,0
1970,Vegetables for fresh,Pounds,Head lettuce,22.37627529,7,20.80993602,8.726204145,18.99401852,16,15.95497555,24,45.80965212,12.12578142,0.531541103,15.06892451,16,119.5,2.017596587,0.126099787
1971,Vegetables for fresh,Pounds,Head lettuce,22.38455945,7,20.81764029,8.726204145,19.0010505,16,15.96088242,24,45.80965212,12.13027064,0.531737891,15.07450334,16,119.5,2.018343544,0.126146471
1972,Vegetables for fresh,Pounds,Head lettuce,22.43920799,7,20.86846343,8.726204145,19.04743871,16,15.99984852,24,45.80965212,12.15988487,0.533036049,15.11130548,16,119.5,2.023271026,0.126454439
1973,Vegetables for fresh,Pounds,Head lettuce,23.12266114,7,21.50407486,8.726204145,19.62758539,16,16.48717173,24,45.80965212,12.53025051,0.549271255,15.57156545,16,119.5,2.084895793,0.130305987
1974,Vegetables for fresh,Pounds,Head lettuce,23.50108018,7,21.85600456,8.726204145,19.94880499,16,16.75699619,24,45.80965212,12.7353171,0.558260476,15.82640536,16,119.5,2.119016617,0.132438539
1975,Vegetables for fresh,Pounds,Head lettuce,23.53720141,7,21.88959731,8.726204145,19.97946636,16,16.78275174,24,45.80965212,12.75489133,0.559118524,15.85073059,16,119.5,2.122273552,0.132642097
1976,Vegetables for fresh,Pounds,Head lettuce,24.22638567,7,22.53053867,8.726204145,20.56447788,16,17.27416142,24,45.80965212,13.12836268,0.575489871,16.31485009,16,119.5,2.184415075,0.136525942
1977,Vegetables for fresh,Pounds,Head lettuce,25.82421824,7,24.01652296,8.726204145,21.92079214,16,18.4134654,24,45.80965212,13.9942337,0.613445861,17.39088343,16,119.5,2.328486485,0.145530405
1978,Vegetables for fresh,Pounds,Head lettuce,25.06907474,7,23.3142395,8.726204145,21.27979137,16,17.87502475,24,45.80965212,13.58501881,0.595507674,16.8823448,16,119.5,2.26039763,0.141274852
1979,Vegetables for fresh,Pounds,Head lettuce,25.0983093,7,23.34142765,8.726204145,21.30460702,16,17.8958699,24,45.80965212,13.60086112,0.596202131,16.90203233,16,119.5,2.263033617,0.141439601
1980,Vegetables for fresh,Pounds,Head lettuce,25.63124105,7,23.83705418,8.726204145,21.75698417,16,18.2758667,24,45.80965212,13.88965869,0.608861751,17.26092621,16,119.5,2.311086354,0.144442897
1981,Vegetables for fresh,Pounds,Head lettuce,24.91063896,7,23.16689424,8.726204145,21.14530375,16,17.76205515,24,45.80965212,13.49916191,0.591744084,16.77564891,16,119.5,2.246111988,0.140381999
1982,Vegetables for fresh,Pounds,Head lettuce,24.93625855,7,23.19072045,8.726204145,21.16705084,16,17.78032271,24,45.80965212,13.51304526,0.592352669,16.79290198,16,119.5,2.248422023,0.140526376
1983,Vegetables for fresh,Pounds,Head lettuce,22.44277806,7,20.8717836,8.726204145,19.05046915,16,16.00239409,24,45.80965212,12.16181951,0.533120855,15.11370968,16,119.5,2.023592928,0.126474558
1984,Vegetables for fresh,Pounds,Head lettuce,24.94076531,7,23.19491174,8.726204145,21.17087639,16,17.78353617,24,45.80965212,13.51548749,0.592459725,16.79593699,16,119.5,2.248828383,0.140551774
1985,Vegetables for fresh,Pounds,Head lettuce,23.67213775,7,22.0150881,8.726204145,20.09400657,16,16.87896552,24,45.80965212,12.8280138,0.562323892,15.94160119,16,119.5,2.134440327,0.13340252
1986,Vegetables for fresh,Pounds,Head lettuce,21.93716211,7,20.40156077,8.726204145,18.62127893,16,15.6418743,24,45.80965212,11.88782447,0.521110114,14.77321116,16,119.5,1.978003168,0.123625198
1987,Vegetables for fresh,Pounds,Head lettuce,25.70880216,7,23.90918601,8.726204145,21.82282163,16,18.33117017,24,45.80965212,13.93168933,0.61070419,17.31315843,16,119.5,2.318079789,0.144879987
1988,Vegetables for fresh,Pounds,Head lettuce,27.04013125,7,25.14732207,8.726204145,22.95291541,16,19.28044894,24,45.80965212,14.6531412,0.642329477,18.20971951,16,119.5,2.438121441,0.15238259
1989,Vegetables for fresh,Pounds,Head lettuce,28.68538299,7,26.67740618,8.726204145,24.34948126,16,20.45356426,24,45.80965212,15.54470884,0.681411894,19.31768649,16,119.5,2.586468484,0.16165428
1990,Vegetables for fresh,Pounds,Head lettuce,27.74687862,7,25.80459712,8.726204145,23.5528353,16,19.78438165,24,45.80965212,15.03613005,0.65911803,18.68566658,16,119.5,2.501846572,0.156365411
1991,Vegetables for fresh,Pounds,Head lettuce,26.04484363,7,24.22170458,8.726204145,22.10806919,16,18.57077812,24,45.80965212,14.11379137,0.618686745,17.53945988,16,119.5,2.348379565,0.146773723
1992,Vegetables for fresh,Pounds,Head lettuce,25.79059773,7,23.98525588,8.726204145,21.89225349,16,18.38949293,24,45.80965212,13.97601463,0.612647217,17.36824227,16,119.5,2.325455032,0.145340939
1993,Vegetables for fresh,Pounds,Head lettuce,24.40003547,7,22.69203299,8.726204145,20.71187986,16,17.39797909,24,45.80965212,13.2224641,0.579614865,16.43179161,16,119.5,2.200072517,0.137504532
1994,Vegetables for fresh,Pounds,Head lettuce,25.0066199,7,23.25615651,8.726204145,21.22677681,16,17.83049252,24,45.80965212,13.55117432,0.59402408,16.84028565,16,119.5,2.254766279,0.140922892
1995,Vegetables for fresh,Pounds,Head lettuce,22.16710316,7,20.61540594,8.726204145,18.81646353,16,15.80582937,24,45.80965212,12.01243032,0.526572288,14.92806108,16,119.5,1.998736211,0.124921013
1996,Vegetables for fresh,Pounds,Head lettuce,21.57493627,7,20.06469073,8.726204145,18.31380485,16,15.38359608,24,45.80965212,11.69153302,0.512505557,14.52927629,16,119.5,1.945342432,0.121583902
1997,Vegetables for fresh,Pounds,Head lettuce,23.90161923,7,22.22850589,8.726204145,20.28880108,16,17.04259291,24,45.80965212,12.95237061,0.56777515,16.09614162,16,119.5,2.155131932,0.134695746
1998,Vegetables for fresh,Pounds,Head lettuce,22.32495241,7,20.76220574,8.726204145,18.95045328,16,15.91838076,24,45.80965212,12.09796938,0.530321945,15.03436199,16,119.5,2.012968969,0.125810561
1999,Vegetables for fresh,Pounds,Head lettuce,24.90906368,7,23.16542922,8.726204145,21.14396658,16,17.76093193,24,45.80965212,13.49830826,0.591706664,16.77458806,16,119.5,2.24596995,0.140373122
2000,Vegetables for fresh,Pounds,Head lettuce,23.46062812,7,21.81838415,8.726204145,19.91446741,16,16.72815262,24,45.80965212,12.71339599,0.55729955,15.79916361,16,119.5,2.115369186,0.132210574
2001,Vegetables for fresh,Pounds,Head lettuce,22.98808312,7,21.3789173,8.726204145,19.51334934,16,16.39121344,24,45.80965212,12.45732222,0.546074399,15.48093616,16,119.5,2.072761327,0.129547583
2002,Vegetables for fresh,Pounds,Head lettuce,22.54256417,7,20.96458468,8.726204145,19.13517222,16,16.07354467,24,45.80965212,12.21589395,0.535491242,15.18090895,16,119.5,2.03259032,0.127036895
2003,Vegetables for fresh,Pounds,Head lettuce,22.23150145,7,20.67529635,8.726204145,18.87112778,16,15.85174734,24,45.80965212,12.04732798,0.528102048,14.97142902,16,119.5,2.004542797,0.125283925
2004,Vegetables for fresh,Pounds,Head lettuce,21.25802325,7,19.76996163,8.726204145,18.04479441,16,15.15762731,24,45.80965212,11.51979675,0.504977392,14.31585657,16,119.5,1.916767407,0.119797963
2005,Vegetables for fresh,Pounds,Head lettuce,20.91306028,7,19.44914606,8.726204145,17.75197387,16,14.91165805,24,45.80965212,11.33286012,0.496782909,14.08354709,16,119.5,1.885663209,0.117853951
2006,Vegetables for fresh,Pounds,Head lettuce,20.05372572,7,18.64996492,8.726204145,17.0225309,16,14.29892596,24,45.80965212,10.86718373,0.476369698,13.50484275,16,119.5,1.808179782,0.113011236
2007,Vegetables for fresh,Pounds,Head lettuce,18.37563952,7,17.08934475,8.642252242,15.61244047,16,13.11445,24,45.75980886,9.966981998,0.4369088,12.38614602,16,119.5,1.65839612,0.103649758
2008,Vegetables for fresh,Pounds,Head lettuce,16.8495522,7,15.67008354,8.558300339,14.32899073,16,12.03635221,24,45.70996561,9.147627682,0.400991898,11.36791982,16,119.5,1.522064579,0.095129036
2009,Vegetables for fresh,Pounds,Head lettuce,16.10626657,7,14.97882791,8.474348435,13.70946984,16,11.51595466,24,45.66012236,8.752125545,0.383654818,10.87642227,16,119.5,1.456257376,0.091016086
2010,Vegetables for fresh,Pounds,Head lettuce,15.92533629,7,14.81056275,8.390396532,13.56789781,16,11.39703416,24,45.61027911,8.661745962,0.379692974,10.76410596,16,119.5,1.441219208,0.0900762
2011,Vegetables for fresh,Pounds,Head lettuce,15.78618426,7,14.68115136,8.306444629,13.46166965,16,11.30780251,24,45.56043585,8.593929905,0.376720215,10.67982974,16,119.5,1.429935362,0.08937096
2012,Vegetables for fresh,Pounds,Head lettuce,15.94037696,7,14.82455057,8.306444629,13.59315748,16,11.41825229,24,45.56043585,8.677871738,0.380399857,10.78414575,16,119.5,1.443902359,0.090243897
2013,Vegetables for fresh,Pounds,Head lettuce,14.08743074,7,13.10131059,8.306444629,12.01305748,16,10.09096828,24,45.56043585,7.669135895,0.336181299,9.53057175,16,119.5,1.276059816,0.079753738
2014,Vegetables for fresh,Pounds,Head lettuce,14.47753107,7,13.4641039,8.306444629,12.34571556,16,10.37040107,24,45.56043585,7.881504816,0.345490622,9.794486391,16,119.5,1.311395667,0.081962229
2015,Vegetables for fresh,Pounds,Head lettuce,13.5540403,7,12.60525748,8.306444629,11.55820875,16,9.708895347,24,45.56043585,7.378760464,0.323452513,9.169717031,16,119.5,1.22774454,0.076734034
2016,Vegetables for fresh,Pounds,Head lettuce,14.1994653,7,13.20550273,8.306444629,12.10859496,16,10.17121976,24,45.56043585,7.73012702,0.338854883,9.606366508,16,119.5,1.286208068,0.080388004
2017,Vegetables for fresh,Pounds,Head lettuce,13.17862689,7,12.25612301,8.306444629,11.23807494,16,9.439982948,24,45.56043585,7.174387041,0.314493678,8.915738538,16,119.5,1.193739051,0.074608691
1970,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1971,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1972,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1973,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1974,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1975,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1976,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1977,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1978,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1979,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1980,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1981,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1982,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1983,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1984,Vegetables for fresh,Pounds,Romaine and leaf lettuce,,,,,,,,,,,,,,,,
1985,Vegetables for fresh,Pounds,Romaine and leaf lettuce,3.27,7,3.04,13.91,2.61,20.67,2.07,24,51.73,1.58,0.07,1.96,13,83,0.31,0.02
1986,Vegetables for fresh,Pounds,Romaine and leaf lettuce,2.37,7,2.21,13.91,1.9,20.67,1.51,24,51.73,1.15,0.05,1.42,13,83,0.22,0.02
1987,Vegetables for fresh,Pounds,Romaine and leaf lettuce,2.52,7,2.35,13.91,2.02,20.67,1.6,24,51.73,1.22,0.05,1.51,13,83,0.24,0.02
1988,Vegetables for fresh,Pounds,Romaine and leaf lettuce,3.2,7,2.98,13.91,2.56,20.67,2.03,24,51.73,1.54,0.07,1.92,13,83,0.3,0.02
1989,Vegetables for fresh,Pounds,Romaine and leaf lettuce,3.56,7,3.31,13.91,2.85,20.67,2.26,24,51.73,1.72,0.08,2.14,13,83,0.33,0.03
1990,Vegetables for fresh,Pounds,Romaine and leaf lettuce,3.77,7,3.51,13.91,3.02,20.67,2.39,24,51.73,1.82,0.08,2.26,13,83,0.35,0.03
1991,Vegetables for fresh,Pounds,Romaine and leaf lettuce,4,7,3.72,13.91,3.2,20.67,2.54,24,51.73,1.93,0.08,2.4,13,83,0.38,0.03
1992,Vegetables for fresh,Pounds,Romaine and leaf lettuce,4.67,7,4.34,13.91,3.74,20.67,2.97,24,51.73,2.25,0.1,2.8,13,83,0.44,0.03
1993,Vegetables for fresh,Pounds,Romaine and leaf lettuce,5.04,7,4.69,13.91,4.04,20.67,3.2,24,51.73,2.43,0.11,3.02,13,83,0.47,0.04
1994,Vegetables for fresh,Pounds,Romaine and leaf lettuce,5.68,7,5.28,13.91,4.55,20.67,3.61,24,51.73,2.74,0.12,3.41,13,83,0.53,0.04
1995,Vegetables for fresh,Pounds,Romaine and leaf lettuce,5.89,7,5.48,13.91,4.72,20.67,3.74,24,51.73,2.85,0.12,3.54,13,83,0.55,0.04
1996,Vegetables for fresh,Pounds,Romaine and leaf lettuce,5.82,7,5.41,13.91,4.66,20.67,3.7,24,51.73,2.81,0.12,3.49,13,83,0.55,0.04
1997,Vegetables for fresh,Pounds,Romaine and leaf lettuce,6.59,7,6.13,13.91,5.28,20.67,4.19,24,51.73,3.18,0.14,3.96,13,83,0.62,0.05
1998,Vegetables for fresh,Pounds,Romaine and leaf lettuce,6.61,7,6.15,13.91,5.3,20.67,4.2,24,51.73,3.19,0.14,3.97,13,83,0.62,0.05
1999,Vegetables for fresh,Pounds,Romaine and leaf lettuce,7.59,7,7.06,13.91,6.08,20.67,4.82,24,51.73,3.66,0.16,4.55,13,83,0.71,0.05
2000,Vegetables for fresh,Pounds,Romaine and leaf lettuce,8.39,7,7.8,13.91,6.71,20.67,5.33,24,51.73,4.05,0.18,5.03,13,83,0.79,0.06
2001,Vegetables for fresh,Pounds,Romaine and leaf lettuce,8.03,7,7.47,13.91,6.43,20.67,5.1,24,51.73,3.87,0.17,4.82,13,83,0.75,0.06
2002,Vegetables for fresh,Pounds,Romaine and leaf lettuce,9.59,7,8.92,13.91,7.68,20.67,6.09,24,51.73,4.63,0.2,5.76,13,83,0.9,0.07
2003,Vegetables for fresh,Pounds,Romaine and leaf lettuce,10.82,7,10.06,13.91,8.66,20.67,6.87,24,51.73,5.22,0.23,6.49,13,83,1.02,0.08
2004,Vegetables for fresh,Pounds,Romaine and leaf lettuce,11.98,7,11.14,13.91,9.59,20.67,7.61,24,51.73,5.78,0.25,7.19,13,83,1.13,0.09
2005,Vegetables for fresh,Pounds,Romaine and leaf lettuce,9.67,7,8.99,13.91,7.74,20.67,6.14,24,51.73,4.67,0.2,5.8,13,83,0.91,0.07
2006,Vegetables for fresh,Pounds,Romaine and leaf lettuce,11.98,7,11.14,13.91,9.59,20.67,7.61,24,51.73,5.78,0.25,7.19,13,83,1.13,0.09
2007,Vegetables for fresh,Pounds,Romaine and leaf lettuce,11.54,7,10.73,15.17,9.11,20.67,7.22,24,52.44,5.49,0.24,6.82,13,83,1.07,0.08
2008,Vegetables for fresh,Pounds,Romaine and leaf lettuce,10.41,7,9.68,16.43,8.09,20.67,6.42,24,53.14,4.88,0.21,6.06,13,83,0.95,0.07
2009,Vegetables for fresh,Pounds,Romaine and leaf lettuce,10,7,9.3,17.7,7.65,20.67,6.07,24,53.85,4.61,0.2,5.73,13,83,0.9,0.07
2010,Vegetables for fresh,Pounds,Romaine and leaf lettuce,12.01,7,11.17,18.96,9.05,20.67,7.18,24,54.56,5.46,0.24,6.78,13,83,1.06,0.08
2011,Vegetables for fresh,Pounds,Romaine and leaf lettuce,11.73,7,10.9,20.22,8.7,20.67,6.9,24,55.27,5.25,0.23,6.52,13,83,1.02,0.08
2012,Vegetables for fresh,Pounds,Romaine and leaf lettuce,11.92,7,11.09,20.22,8.85,20.67,7.02,24,55.27,5.33,0.23,6.63,13,83,1.04,0.08
2013,Vegetables for fresh,Pounds,Romaine and leaf lettuce,11.42,7,10.62,20.22,8.47,20.67,6.72,24,55.27,5.11,0.22,6.35,13,83,0.99,0.08
2014,Vegetables for fresh,Pounds,Romaine and leaf lettuce,10.79,7,10.04,20.22,8.01,20.67,6.35,24,55.27,4.83,0.21,6,13,83,0.94,0.07
2015,Vegetables for fresh,Pounds,Romaine and leaf lettuce,11.01,7,10.24,20.22,8.17,20.67,6.48,24,55.27,4.92,0.22,6.12,13,83,0.96,0.07
2016,Vegetables for fresh,Pounds,Romaine and leaf lettuce,12.67,7,11.78,20.22,9.4,20.67,7.46,24,55.27,5.67,0.25,7.04,13,83,1.1,0.08
2017,Vegetables for fresh,Pounds,Romaine and leaf lettuce,12.54,7,11.67,20.22,9.31,20.67,7.38,24,55.27,5.61,0.25,6.97,13,83,1.09,0.08
1970,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1971,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1972,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1973,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1974,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1975,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1976,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1977,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1978,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1979,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1980,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1981,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1982,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1983,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1984,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1985,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1986,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1987,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1988,Vegetables for fresh,Pounds,Lima beans,,,,,,,,,,,,,,,,
1989,Vegetables for fresh,Pounds,Lima beans,0,8,0,12,0,56,0,27,74,0,0,0,176,156,0,0
1990,Vegetables for fresh,Pounds,Lima beans,0,8,0,12,0,56,0,27,74,0,0,0,176,156,0,0
